uid,rel,rows,cols,aspect,mpx,file_mb,near_black,near_white,mid,class,name_has_abnormality_suffix
1.3.6.1.4.1.9590.100.1.2.266057194011548503500277838530918587668,jpeg/1.3.6.1.4.1.9590.100.1.2.266057194011548503500277838530918587668/1-217.jpg,5491,2956,1.857577807848444,16.231396,1.887514,0.46953287320449827,0.026024625361860433,0.5044425014336412,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.266330922711278145820055051962759232884,jpeg/1.3.6.1.4.1.9590.100.1.2.266330922711278145820055051962759232884/1-080.jpg,4552,3016,1.509283819628647,13.728832,1.429583,0.6152691649224057,0.00017816519278551882,0.3845526698848088,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.26657663513211061129491770023656595497,jpeg/1.3.6.1.4.1.9590.100.1.2.26657663513211061129491770023656595497/1-144.jpg,4171,2146,1.9436160298229264,8.950966,0.961491,0.5974447897578876,0.00011339558210812107,0.4024418146600043,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.266668994511844400418584940952690755805,jpeg/1.3.6.1.4.1.9590.100.1.2.266668994511844400418584940952690755805/1-174.jpg,4744,2904,1.6336088154269972,13.776576,0.954085,0.741553779400629,0.00473063844020459,0.25371558215916634,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.266949150813710405325980737561307173226,jpeg/1.3.6.1.4.1.9590.100.1.2.266949150813710405325980737561307173226/1-237.jpg,5491,2656,2.067394578313253,14.584096,1.440996,0.4908781456183503,0.02537209025502849,0.4837497641266212,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.267037777510927206408440480351366054435,jpeg/1.3.6.1.4.1.9590.100.1.2.267037777510927206408440480351366054435/1-070.jpg,5206,2611,1.9938720796629643,13.592866,1.138878,0.5664868615639999,0.019458663095773914,0.4140544753402262,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.267340905912306939309266861160349187486,jpeg/1.3.6.1.4.1.9590.100.1.2.267340905912306939309266861160349187486/1-051.jpg,4544,3104,1.4639175257731958,14.104576,1.730304,0.5405822195576812,0.0035798311129664586,0.4558379493293524,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.267631872912076578535071006022240033258,jpeg/1.3.6.1.4.1.9590.100.1.2.267631872912076578535071006022240033258/1-083.jpg,6841,3691,1.853427255486318,25.250131,1.995653,0.581092945616797,0.012666191712035079,0.4062408626711679,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.267714876311589393628890535711942443047,jpeg/1.3.6.1.4.1.9590.100.1.2.267714876311589393628890535711942443047/1-108.jpg,4720,2696,1.7507418397626113,12.72512,0.885706,0.7531459821204044,0.0004279723884725645,0.24642604549112304,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.272770478311026093500138210570729146945,jpeg/1.3.6.1.4.1.9590.100.1.2.272770478311026093500138210570729146945/1-192.jpg,5416,2701,2.005183265457238,14.628616,1.33083,0.5402539105544912,0.03674537632268152,0.4230007131228273,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.272917492411709393015036949944104292812,jpeg/1.3.6.1.4.1.9590.100.1.2.272917492411709393015036949944104292812/1-047.jpg,5664,3984,1.4216867469879517,22.565376,2.601421,0.5581899012008485,0.0019351328335942641,0.4398749659655572,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.273133994411552376714832534302635658142,jpeg/1.3.6.1.4.1.9590.100.1.2.273133994411552376714832534302635658142/1-091.jpg,6301,3736,1.6865631691648821,23.540536,2.540908,0.4942940551566031,0.00019646961309632033,0.5055094752303007,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.274130392610570391808711256560834154926,jpeg/1.3.6.1.4.1.9590.100.1.2.274130392610570391808711256560834154926/1-062.jpg,4536,3080,1.4727272727272727,13.97088,1.096322,0.7200138430793193,2.1186925948830712e-05,0.2799649699947319,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.275183712813590985835400603071624650559,jpeg/1.3.6.1.4.1.9590.100.1.2.275183712813590985835400603071624650559/1-274.jpg,4624,2888,1.6011080332409973,13.354112,1.254169,0.6987177432688898,1.969430838980533e-05,0.30126256242272037,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.276384945912680293626207776192734782335,jpeg/1.3.6.1.4.1.9590.100.1.2.276384945912680293626207776192734782335/1-248.jpg,4744,2800,1.6942857142857144,13.2832,1.972255,0.40784953926764633,0.005919130932305469,0.5862313298000482,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.276693828711781228341905744712757652395,jpeg/1.3.6.1.4.1.9590.100.1.2.276693828711781228341905744712757652395/1-185.jpg,4752,2808,1.6923076923076923,13.343616,1.208607,0.6279454534662868,0.013169518667203853,0.35888502786650933,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.277098686410919869923109787224014941668,jpeg/1.3.6.1.4.1.9590.100.1.2.277098686410919869923109787224014941668/1-089.jpg,4906,2581,1.9008136381247578,12.662386,0.744327,0.703535573785225,0.03077737481703685,0.2656870513977381,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.277622841912367501839316617461055820872,jpeg/1.3.6.1.4.1.9590.100.1.2.277622841912367501839316617461055820872/1-287.jpg,4480,3016,1.4854111405835544,13.51168,0.895634,0.7902269739958317,0.0059525536424782114,0.20382047236169004,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.278653392512115028431750916380717953781,jpeg/1.3.6.1.4.1.9590.100.1.2.278653392512115028431750916380717953781/1-154.jpg,4520,3032,1.4907651715039578,13.70464,1.219226,0.6523671544819857,0.00023473801573773554,0.34739810750227657,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.279673723011293716614174796062621445448,jpeg/1.3.6.1.4.1.9590.100.1.2.279673723011293716614174796062621445448/1-002.jpg,5952,3656,1.6280087527352298,21.760512,1.758386,0.7195456614256135,0.00012862748817674878,0.28032571108620974,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.284356402310994259807358560450776787529,jpeg/1.3.6.1.4.1.9590.100.1.2.284356402310994259807358560450776787529/1-086.jpg,5341,3406,1.5681150910158543,18.191446,2.010184,0.42472280653225697,0.03129586290171765,0.5439813305660253,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.287974909212490258036438793240909492662,jpeg/1.3.6.1.4.1.9590.100.1.2.287974909212490258036438793240909492662/1-033.jpg,5491,2716,2.021723122238586,14.913556,1.425226,0.48688146542648847,0.031609094437302546,0.481509440136209,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.290457012012499402224521007673046382758,jpeg/1.3.6.1.4.1.9590.100.1.2.290457012012499402224521007673046382758/1-294.jpg,4861,2656,1.8301957831325302,12.910816,1.243289,0.5105691228191929,0.03326412521098589,0.45616675196982126,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.292169530111247803935562444153334719959,jpeg/1.3.6.1.4.1.9590.100.1.2.292169530111247803935562444153334719959/1-218.jpg,4544,2920,1.5561643835616439,13.26848,1.164211,0.7003174440478488,0.0014139524647887325,0.29826860348736245,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.294952853511537098119387895571621083826,jpeg/1.3.6.1.4.1.9590.100.1.2.294952853511537098119387895571621083826/1-009.jpg,5491,2986,1.8389149363697255,16.396126,1.591691,0.5157950725677517,0.026525839091502468,0.45767908834074583,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.295074553711467509004234310912016105812,jpeg/1.3.6.1.4.1.9590.100.1.2.295074553711467509004234310912016105812/1-130.jpg,5281,2656,1.988328313253012,14.026336,1.347261,0.5621052425950726,0.025451550568872727,0.41244320683605473,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.295490758411175424801442592530133617119,jpeg/1.3.6.1.4.1.9590.100.1.2.295490758411175424801442592530133617119/1-011.jpg,5056,1906,2.6526757607555087,9.636736,1.498383,0.4628148991525761,0.008790943323548555,0.5283941575238753,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.299021344312689790125182609072928955904,jpeg/1.3.6.1.4.1.9590.100.1.2.299021344312689790125182609072928955904/1-137.jpg,5386,2596,2.0747303543913715,13.982056,1.172732,0.5651085934715181,0.010411558929530822,0.4244798475989511,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.299170662711792945709435291453358452246,jpeg/1.3.6.1.4.1.9590.100.1.2.299170662711792945709435291453358452246/1-053.jpg,4591,2506,1.832003192338388,11.505046,0.981607,0.5844632868047638,0.016420794840802895,0.39911591835443333,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.308550737911523802806449145721212125433,jpeg/1.3.6.1.4.1.9590.100.1.2.308550737911523802806449145721212125433/1-116.jpg,4464,3320,1.344578313253012,14.82048,2.195158,0.4162209995897569,0.0007148216522001986,0.583064178758043,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.308920428212455412824857417372465352701,jpeg/1.3.6.1.4.1.9590.100.1.2.308920428212455412824857417372465352701/1-265.jpg,5720,4080,1.4019607843137254,23.3376,2.087766,0.6661301504867682,0.0071050579322638144,0.32676479158096805,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.309169976611939668535642477072753478403,jpeg/1.3.6.1.4.1.9590.100.1.2.309169976611939668535642477072753478403/1-270.jpg,4672,2720,1.7176470588235293,12.70784,0.783791,0.7818705617949234,0.00195792518634166,0.2161715130187349,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.310621878711988704903716607162484515072,jpeg/1.3.6.1.4.1.9590.100.1.2.310621878711988704903716607162484515072/1-117.jpg,4624,3272,1.41320293398533,15.129728,2.451511,0.31267680423600475,0.0018455057486823293,0.6854776900153129,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.311563664711576149039517777091583294866,jpeg/1.3.6.1.4.1.9590.100.1.2.311563664711576149039517777091583294866/1-060.jpg,4504,2848,1.5814606741573034,12.827392,1.803435,0.4757965609844932,0.0001840592382301874,0.5240193797772766,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.312214170811234134831647976241196186417,jpeg/1.3.6.1.4.1.9590.100.1.2.312214170811234134831647976241196186417/1-202.jpg,6586,3346,1.968320382546324,22.036756,1.79568,0.5749056258552756,0.0327805508215456,0.39231382332317877,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.313183605812288400210542693673573539435,jpeg/1.3.6.1.4.1.9590.100.1.2.313183605812288400210542693673573539435/1-156.jpg,5116,2641,1.9371450208254448,13.511356,1.504568,0.5610117148863519,0.006395287045948608,0.43259299806769946,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.313501247412013571402618592290816934705,jpeg/1.3.6.1.4.1.9590.100.1.2.313501247412013571402618592290816934705/1-074.jpg,4711,2296,2.051829268292683,10.816456,0.825794,0.6456905108290553,0.004643850074368167,0.34966563909657655,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.315990654413683631831065578571106670633,jpeg/1.3.6.1.4.1.9590.100.1.2.315990654413683631831065578571106670633/1-013.jpg,5491,2506,2.191141260973663,13.760446,1.30117,0.5213112278482834,0.03014197359591397,0.4485467985558026,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.320081757012647248827679269182135595408,jpeg/1.3.6.1.4.1.9590.100.1.2.320081757012647248827679269182135595408/1-184.jpg,4664,2936,1.5885558583106267,13.693504,1.039482,0.7180505442580657,0.0015278777440748549,0.28042157799785944,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.320275959912905993339150347822421226046,jpeg/1.3.6.1.4.1.9590.100.1.2.320275959912905993339150347822421226046/1-077.jpg,5161,2581,1.9996125532739248,13.320541,0.971014,0.6447691576490775,0.018579951069554908,0.3366508912813676,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.320532241710917213922153243164201936113,jpeg/1.3.6.1.4.1.9590.100.1.2.320532241710917213922153243164201936113/1-182.jpg,5341,2611,2.045576407506702,13.945351,1.18838,0.5659455255016529,0.031202226462424647,0.40285224803592246,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.323546184912772856836256667373341364590,jpeg/1.3.6.1.4.1.9590.100.1.2.323546184912772856836256667373341364590/1-136.jpg,4688,3160,1.4835443037974683,14.81408,1.940583,0.4392310558603707,0.01199358988205815,0.5487753542575712,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.325115548612557564115565146981909824673,jpeg/1.3.6.1.4.1.9590.100.1.2.325115548612557564115565146981909824673/1-075.jpg,5341,2461,2.1702559934985777,13.144201,1.158119,0.5600345734213894,0.005617762540301993,0.4343476640383086,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.326195437211589328223065173782368630135,jpeg/1.3.6.1.4.1.9590.100.1.2.326195437211589328223065173782368630135/1-079.jpg,6421,3691,1.739636954754809,23.699911,2.130536,0.47804365172510566,0.012506418273047524,0.5094499300018468,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.327202378213120326229296954042180395555,jpeg/1.3.6.1.4.1.9590.100.1.2.327202378213120326229296954042180395555/1-284.jpg,5236,1951,2.6837519220912354,10.215436,1.094624,0.43107548224079717,0.023078408009212726,0.5458461097499901,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.328813540111033672118264518851392096230,jpeg/1.3.6.1.4.1.9590.100.1.2.328813540111033672118264518851392096230/1-141.jpg,6751,3181,2.1222885884941842,21.474931,2.103627,0.49833883051824474,0.03500537440609239,0.4666557950756628,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.32917702112965005134786228900297595522,jpeg/1.3.6.1.4.1.9590.100.1.2.32917702112965005134786228900297595522/1-289.jpg,4424,3024,1.462962962962963,13.378176,0.994817,0.7673153649645512,0.00781810614541175,0.22486652889003703,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.329610336812922592604457327531421142665,jpeg/1.3.6.1.4.1.9590.100.1.2.329610336812922592604457327531421142665/1-040.jpg,5491,2251,2.439360284318081,12.360241,1.012794,0.5868593500725431,0.029714954587050528,0.3834256953404064,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.330841525510722510635988215471026679522,jpeg/1.3.6.1.4.1.9590.100.1.2.330841525510722510635988215471026679522/1-055.jpg,5221,2581,2.0228593568384348,13.475401,1.124253,0.6358956590605356,0.005255056973814731,0.3588492839656497,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.330857446012977397138099882753167890565,jpeg/1.3.6.1.4.1.9590.100.1.2.330857446012977397138099882753167890565/1-065.jpg,4440,3000,1.48,13.32,1.325784,0.6238026276276276,0.0030906906906906905,0.3731066816816817,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.334977603611925108021705225093719210746,jpeg/1.3.6.1.4.1.9590.100.1.2.334977603611925108021705225093719210746/1-203.jpg,6226,3346,1.8607292289300656,20.832196,2.071381,0.47625497571163405,0.014046094804407562,0.5096989294839583,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.336725446011932305309268778732891512151,jpeg/1.3.6.1.4.1.9590.100.1.2.336725446011932305309268778732891512151/1-085.jpg,4651,1996,2.3301603206412826,9.283396,1.035721,0.5781487722811781,0.00023579733106289982,0.421615430387759,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.338204254512905599801512316432558624111,jpeg/1.3.6.1.4.1.9590.100.1.2.338204254512905599801512316432558624111/1-224.jpg,5491,2281,2.4072775098640946,12.524971,0.91236,0.6551140118408258,0.03151703904144768,0.31336894911772645,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.343615285613423242513342939330313281342,jpeg/1.3.6.1.4.1.9590.100.1.2.343615285613423242513342939330313281342/1-076.jpg,5491,2926,1.8766233766233766,16.066666,1.286433,0.613742203889718,0.018069461330683042,0.36818833477959895,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.347071301011925738002447241093455947230,jpeg/1.3.6.1.4.1.9590.100.1.2.347071301011925738002447241093455947230/1-088.jpg,4704,2720,1.7294117647058824,12.79488,1.181732,0.648655555972389,0.0013044280212084834,0.3500400160064025,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.347338743012601624916824142262030859282,jpeg/1.3.6.1.4.1.9590.100.1.2.347338743012601624916824142262030859282/1-095.jpg,6466,3751,1.7238069848040523,24.253966,2.401769,0.4781643958765342,0.006768666204941493,0.5150669379185242,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.347638803413652667241334805823508662197,jpeg/1.3.6.1.4.1.9590.100.1.2.347638803413652667241334805823508662197/1-198.jpg,5896,4080,1.4450980392156862,24.05568,1.517738,0.7981176171282625,0.0006139090643041477,0.2012684738074334,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.348937072812213424841819004603945936857,jpeg/1.3.6.1.4.1.9590.100.1.2.348937072812213424841819004603945936857/1-298.jpg,4064,3056,1.3298429319371727,12.419584,0.834903,0.7456406752432287,6.803770561075154e-05,0.2542912870511605,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.350980850311147753010286012372415981452,jpeg/1.3.6.1.4.1.9590.100.1.2.350980850311147753010286012372415981452/1-161.jpg,5920,3192,1.8546365914786966,18.89664,2.349604,0.5279019444726681,0.0030531353722143195,0.46904492015511756,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.352549780613273821437164768190416109074,jpeg/1.3.6.1.4.1.9590.100.1.2.352549780613273821437164768190416109074/1-119.jpg,4504,2920,1.5424657534246575,13.15168,1.46373,0.6832376548091195,0.002248381955765347,0.3145139632351152,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.353075360012805185539926762392393204597,jpeg/1.3.6.1.4.1.9590.100.1.2.353075360012805185539926762392393204597/1-057.jpg,4584,3096,1.4806201550387597,14.192064,1.678584,0.5381570291678505,7.764902976762225e-05,0.4617653218023819,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.355039344211680815811022995271493871180,jpeg/1.3.6.1.4.1.9590.100.1.2.355039344211680815811022995271493871180/1-229.jpg,5596,3226,1.7346559206447614,18.052696,2.143758,0.3407199678097942,0.010150949198945132,0.6491290829912607,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.355621977111644810605764135772022462045,jpeg/1.3.6.1.4.1.9590.100.1.2.355621977111644810605764135772022462045/1-071.jpg,5896,3280,1.7975609756097561,19.33888,2.27438,0.5039681718899957,0.0017589953502995003,0.49427283275970485,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.356001752412844812926132988192419755358,jpeg/1.3.6.1.4.1.9590.100.1.2.356001752412844812926132988192419755358/1-177.jpg,4480,3088,1.450777202072539,13.83424,1.739995,0.4942726163490007,1.1565507031828275e-06,0.505726227100296,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.356932413113246553906578802283751764058,jpeg/1.3.6.1.4.1.9590.100.1.2.356932413113246553906578802283751764058/1-061.jpg,5401,2371,2.2779417967102487,12.805771,1.021429,0.6459445510934094,0.014207032126374898,0.33984841678021566,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.357490460210917364340593250791346941826,jpeg/1.3.6.1.4.1.9590.100.1.2.357490460210917364340593250791346941826/1-234.jpg,5206,2911,1.788388869804191,15.154666,1.094379,0.6506654122235357,0.008578875971268518,0.3407557118051958,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.357605884411852871634858571834022548369,jpeg/1.3.6.1.4.1.9590.100.1.2.357605884411852871634858571834022548369/1-058.jpg,4552,3208,1.4189526184538654,14.602816,2.104325,0.4380749575972196,0.00011278646529546083,0.561812255937485,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.361584349611712293811818254201276987450,jpeg/1.3.6.1.4.1.9590.100.1.2.361584349611712293811818254201276987450/1-147.jpg,5296,2881,1.8382506074279763,15.257776,1.966096,0.49584192348871814,0.004819313116144843,0.499338763395137,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.361615590810593169621794397493992450457,jpeg/1.3.6.1.4.1.9590.100.1.2.361615590810593169621794397493992450457/1-205.jpg,5832,3896,1.4969199178644763,22.721472,2.794071,0.4985209585012802,0.004165487165620255,0.49731355433309954,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.362749348011703146040770935232709266621,jpeg/1.3.6.1.4.1.9590.100.1.2.362749348011703146040770935232709266621/1-072.jpg,5251,3421,1.5349313066354866,17.963671,1.853647,0.4955975312618451,6.13460355625529e-05,0.5043411227025925,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.362975626410536426104116737502334904995,jpeg/1.3.6.1.4.1.9590.100.1.2.362975626410536426104116737502334904995/1-092.jpg,6106,3466,1.7616849394114253,21.163396,1.902028,0.58314199668144,0.02207183572995563,0.3947861675886044,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.363050203012691505606834108601723566113,jpeg/1.3.6.1.4.1.9590.100.1.2.363050203012691505606834108601723566113/1-014.jpg,4576,2832,1.615819209039548,12.959232,1.905943,0.4346431949053771,6.55903065860693e-06,0.5653502460639643,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.364576182310649275205059995013616705815,jpeg/1.3.6.1.4.1.9590.100.1.2.364576182310649275205059995013616705815/1-199.jpg,5832,4104,1.4210526315789473,23.934528,2.080892,0.6688760689160028,0.0002569927428692139,0.33086693834112796,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.364769939511865969122167341301370556814,jpeg/1.3.6.1.4.1.9590.100.1.2.364769939511865969122167341301370556814/1-102.jpg,4496,2880,1.5611111111111111,12.94848,0.834005,0.7831196402975484,0.0006801570531830764,0.21620020264926848,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.367652626313050820436402654071233849762,jpeg/1.3.6.1.4.1.9590.100.1.2.367652626313050820436402654071233849762/1-254.jpg,5281,2956,1.7865358592692828,15.610636,1.394286,0.5766684329837682,0.0037165686266722254,0.4196149983895595,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.367967310113197528811231162131454857946,jpeg/1.3.6.1.4.1.9590.100.1.2.367967310113197528811231162131454857946/1-035.jpg,4861,2791,1.7416696524543174,13.567051,1.113887,0.6483047789825512,0.007940856122675444,0.34375436489477335,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.369540432612826466101906786833070837185,jpeg/1.3.6.1.4.1.9590.100.1.2.369540432612826466101906786833070837185/1-285.jpg,5236,2476,2.11470113085622,12.964336,1.337472,0.464664368464378,0.026159457761662456,0.5091761737739595,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.369940906511955606239779324210534388146,jpeg/1.3.6.1.4.1.9590.100.1.2.369940906511955606239779324210534388146/1-046.jpg,4624,2592,1.7839506172839505,11.985408,1.539156,0.5067289323817762,0.005235282770515614,0.4880357848477082,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.372100487212307617337916970870693186194,jpeg/1.3.6.1.4.1.9590.100.1.2.372100487212307617337916970870693186194/1-152.jpg,6271,3226,1.943893366398016,20.230246,1.746236,0.5632623547929175,0.020271132639711847,0.4164665125673706,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.372134991510103017329822911161277721811,jpeg/1.3.6.1.4.1.9590.100.1.2.372134991510103017329822911161277721811/1-151.jpg,4664,2608,1.7883435582822085,12.163712,1.626643,0.4361184316103505,0.00542005598291048,0.5584615124067389,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.372876695312636361642907557220690345049,jpeg/1.3.6.1.4.1.9590.100.1.2.372876695312636361642907557220690345049/1-016.jpg,5576,3768,1.4798301486199574,21.010368,2.226949,0.5264007750839966,0.0004527288622455352,0.47314649605375786,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.374083122712703142909330807542822451571,jpeg/1.3.6.1.4.1.9590.100.1.2.374083122712703142909330807542822451571/1-104.jpg,4624,3056,1.513089005235602,14.130944,1.528998,0.5991231725212414,0.0004145512146959184,0.4004622762640627,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.374115997511889073021386151921807063992,jpeg/1.3.6.1.4.1.9590.100.1.2.374115997511889073021386151921807063992/1-043.jpg,4616,3016,1.530503978779841,13.921856,1.2211,0.7292718011161731,7.182950319267776e-08,0.27072812705432375,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.37996218812952496232271023420575162009,jpeg/1.3.6.1.4.1.9590.100.1.2.37996218812952496232271023420575162009/1-037.jpg,4576,1831,2.499180775532496,8.378656,0.513105,0.7215499717377106,0.025672375139879237,0.25277765312241013,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.380273595512176626620212914250182855403,jpeg/1.3.6.1.4.1.9590.100.1.2.380273595512176626620212914250182855403/1-077.jpg,5476,2761,1.983339369793553,15.119236,1.554967,0.49655934995657186,0.024283039169439514,0.47915761087398856,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.381508040913986276600262854411933294300,jpeg/1.3.6.1.4.1.9590.100.1.2.381508040913986276600262854411933294300/1-142.jpg,6856,3826,1.7919498170412964,26.231056,2.076511,0.6005637363589175,0.022077761566289975,0.37735850207479255,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.381864286312364192418019132252494443296,jpeg/1.3.6.1.4.1.9590.100.1.2.381864286312364192418019132252494443296/1-097.jpg,5866,2911,2.0151150807282723,17.075926,1.692054,0.5212447629487268,0.016644133969659976,0.46211110308161324,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.383823654810981340700653887221557715225,jpeg/1.3.6.1.4.1.9590.100.1.2.383823654810981340700653887221557715225/1-275.jpg,4504,2928,1.5382513661202186,13.187712,1.637583,0.5638010596531073,0.0005846351512680895,0.43561430519562455,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.38392550711685613036629925172762052505,jpeg/1.3.6.1.4.1.9590.100.1.2.38392550711685613036629925172762052505/1-132.jpg,4384,3112,1.4087403598971722,13.643008,1.430285,0.6066522133535361,0.0048883647946259354,0.3884594218518379,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.38417403411305189709180392301975041038,jpeg/1.3.6.1.4.1.9590.100.1.2.38417403411305189709180392301975041038/1-084.jpg,5491,2776,1.9780259365994237,15.243016,1.658224,0.49231129849893224,0.02627176931389431,0.4814169321871735,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.384366491411067451405549562231570718846,jpeg/1.3.6.1.4.1.9590.100.1.2.384366491411067451405549562231570718846/1-297.jpg,6032,3176,1.8992443324937027,19.157632,2.515684,0.5058503577060046,0.008726861440912947,0.48542278085308244,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.385318920211943956428747846422015934212,jpeg/1.3.6.1.4.1.9590.100.1.2.385318920211943956428747846422015934212/1-052.jpg,4568,3080,1.483116883116883,14.06944,1.803996,0.48168427456956353,0.0018603441217276593,0.5164553813087088,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.385631660411819173922807233342906796237,jpeg/1.3.6.1.4.1.9590.100.1.2.385631660411819173922807233342906796237/1-050.jpg,5236,2071,2.528247223563496,10.843756,1.180145,0.4495924659315462,0.02269029292064484,0.5277172411478089,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.388887071311431699504520511201431458186,jpeg/1.3.6.1.4.1.9590.100.1.2.388887071311431699504520511201431458186/1-263.jpg,5491,2761,1.9887721839913075,15.160651,1.481853,0.5464122879683728,0.025501939197729702,0.4280857728338975,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.391683051613386189935720165611428552711,jpeg/1.3.6.1.4.1.9590.100.1.2.391683051613386189935720165611428552711/1-212.jpg,4584,3056,1.5,14.008704,1.195953,0.7272987565445026,0.003000848615260912,0.2697003948402365,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.391857569811280995719106144353021927152,jpeg/1.3.6.1.4.1.9590.100.1.2.391857569811280995719106144353021927152/1-075.jpg,5986,3076,1.946033810143043,18.412936,1.339284,0.6980568443837528,6.517157285508406e-07,0.30194250390051863,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.392824033610403440541065069051448244461,jpeg/1.3.6.1.4.1.9590.100.1.2.392824033610403440541065069051448244461/1-243.jpg,4600,3104,1.481958762886598,14.2784,1.839814,0.47005974058718064,0.004488388054683998,0.5254518713581353,full mammogram,False
